,EP,STA,COMP,fq,fq_prob,width,S,S_r1,S_r2,S_r,N_T,R,R_r1,R_r2,R_r,N_R,cp,cl,H,H_r1,H_r2,H_r,N_H,V,V_r1,V_r2,V_r,N_V,N_L
109,EP1,NAN4,HHE,1.7246250156,0.9835539032,0.019364205500000002,-148.2035295873,-160.3137539422,-143.9063532032,16.407400739,1950,0.9398797595,0.8637274549,1.0,0.1362725451,33.0,0.0169230769,0.4696969697,119.0380761523,117.2344689379,120.4809619238,3.2464929859,20.0,4.1482965931999995,2.5250501002,9.1983967936,6.6733466934,11.0,15.5
110,EP1,NAN4,HHE,1.9576314596,0.7480652632,0.0353607047,-148.7945128538,-154.2121004093,-144.5661518349,9.6459485744,2431,0.9458917836,0.871743487,1.0,0.12825651300000002,56.0,0.0230357877,0.8482142857,119.3987975952,115.0701402806,123.7274549098,8.6573146292,54.0,5.5911823647,0.0,13.3466933868,13.3466933868,41.0,47.5
111,EP1,NAN4,HHE,2.2577753535,0.9016239424,0.0352661502,-146.8568464749,-152.262079365,-142.4811817544,9.7808976106,2912,0.9458917836,0.9098196393,0.9779559118000001,0.0681362725,49.0,0.016826923100000002,0.7959183673,119.3987975952,117.2344689379,121.9238476954,4.6893787575,49.0,4.1482965931999995,1.0821643287,8.1162324649,7.0340681362,29.0,39.0
112,EP1,NAN4,HHE,2.3525576358,0.8403157825,0.0155220023,-147.8790603974,-159.0251544654,-143.6992751219,15.3258793435,1406,0.9338677355,0.7114228457,1.0,0.2885771543,18.0,0.012802276000000001,0.6944444444,118.6773547094,117.2344689379,121.2024048096,3.9679358717,15.0,3.7875751503,1.4428857715,6.4929859719,5.0501002004,10.0,12.5
113,EP1,NAN4,HHE,2.4157458239,0.3765270187,0.009316312,-148.5803579816,-153.2791240287,-144.3941845942,8.8849394345,419,,,,,,,,,,,,,,,,,,
114,EP1,NAN4,HHE,2.5184266298,0.9993394569,0.05,-147.3884229641,-159.5086074401,-143.1401108797,16.3684965604,4238,0.9458917836,0.871743487,1.0,0.12825651300000002,46.0,0.0108541765,0.7934782609000001,120.120240481,116.5130260521,123.7274549098,7.2144288577,44.0,3.9679358717,1.9839679359,7.2144288577,5.2304609218,29.0,36.5
115,EP1,NAN4,HHE,2.5855640797,0.776545934,0.013461244800000001,-147.6557452062,-160.1577706194,-143.4483328076,16.7094378118,1274,0.9438877756,0.7494989980000001,1.0,0.25050100200000003,10.0,0.0078492936,0.8,117.9559118236,115.7915831663,120.4809619238,4.6893787575,9.0,5.5911823647,2.8857715431,7.755511022,4.8697394789,7.0,8.0
116,EP1,NAN4,HHE,2.779077906,0.2897011903,0.0196395956,-149.680465423,-154.1169959548,-145.6092962292,8.5076997256,570,0.9559118236,0.9398797595,0.9739478958000001,0.0340681363,6.0,0.0105263158,,,,,,,,,,,,
117,EP1,NAN5,HHZ,1.0177658127,0.4746820318,0.0109294797,-143.8872279777,-155.5024003696,-133.3575857159,22.1448146537,806,,,,,,,,,,,,,,,,,,
118,EP1,NAN5,HHZ,1.1487366273,0.6777453979,0.047847172,-138.4881347779,-151.3880868426,-129.5495853157,21.8385015269,4982,0.7595190381,0.5971943888,0.9078156313,0.3106212425,20.0,0.004014452,0.65,129.8597194389,120.120240481,139.9599198397,19.8396793587,15.0,13.3466933868,5.5911823647,22.9058116232,17.3146292585,11.0,13.0
119,EP1,NAN5,HHZ,1.1923935654,0.6351231002000001,0.0082889594,-139.1249122696,-152.689568682,-128.9514199603,23.7381487217,526,,,,,,,,,,,,,,,,,,
120,EP1,NAN5,HHZ,1.2757386293000001,0.5405467248,0.0143573578,-138.6505433658,-152.0145477417,-129.3895227895,22.6250249522,1297,0.6973947896,0.5631262525,0.7935871743,0.2304609218,76.0,0.0585967618,0.375,129.498997996,123.3667334669,135.6312625251,12.2645290582,32.0,1.4428857715,0.1803607214,7.9358717435,7.7555110221,25.0,28.5
121,EP1,NAN5,HHZ,1.3432084428,0.8718347962,0.0234416818,-137.196094857,-151.0588184884,-127.3907537518,23.6680647366,2634,0.6893787575,0.5911823647000001,0.7695390782,0.1783567135,1062.0,0.4031890661,0.3427495292,135.6312625251,129.1382765531,145.370741483,16.2324649299,402.0,1.8036072144,0.1803607214,4.6893787575,4.5090180361000005,326.0,364.0
122,EP1,NAN5,HHZ,1.4900545076,0.4781874159,0.0352102677,-136.2934602114,-151.4356827057,-131.8819465714,19.5537361343,2867,0.7995991984,0.6933867735,0.9018036072000001,0.2084168337,30.0,0.0104638995,0.8166666667,132.745490982,128.0561122244,145.7314629259,17.6753507015,27.0,11.1823647295,6.1322645291,16.9539078156,10.8216432865,22.0,24.5
123,EP1,NAN5,HHZ,1.6448381976,0.5800441350000001,0.025766913000000002,-136.325710763,-149.9850348432,-132.0866101863,17.8984246569,2598,0.7555110220000001,0.6032064128,0.8937875752000001,0.29058116240000004,14.0,0.0053887606000000005,,,,,,,,,,,,
124,EP1,NAN5,HHZ,1.7004015734,0.3649330494,0.0039247548,-137.9057329747,-151.3036349799,-130.6191546912,20.6844802887,311,,,,,,,,,,,,,,,,,,
125,EP1,NAN5,HHZ,1.7242144488000002,0.3691824205,0.0068009576,-136.8967472604,-141.5636286306,-132.8206103675,8.7430182631,613,,,,,,,,,,,,,,,,,,
126,EP1,NAN5,HHZ,1.8035907001,0.5290303945,0.0127881205,-136.5967229564,-148.8336240046,-132.4069144453,16.4267095593,848,,,,,,,,,,,,,,,,,,
127,EP1,NAN5,HHZ,1.8869357639,0.6455842837,0.0142472797,-135.4078394215,-149.369059469,-131.0936426686,18.2754168004,1567,0.7054108216,0.5991983968,0.8036072144,0.20440881760000001,86.0,0.054881940000000004,0.44186046510000004,148.2565130261,141.4028056112,154.3887775551,12.9859719439,46.0,24.1683366733,13.3466933868,38.4168336673,25.0701402805,30.0,38.0
128,EP1,NAN5,HHZ,1.9424991398,0.6632291815,0.0175957211,-135.0352884419,-149.3091364308,-130.8102294371,18.4989069937,1639,0.5671342685,0.44689378760000004,0.6813627255,0.2344689379,137.0,0.0835875534,,,,,,,,,,,,
129,EP1,NAN5,HHZ,2.0456882664,0.6661813510000001,0.05,-135.3585574163,-149.0343034396,-130.9780450183,18.0562584213,4787,,,,,,,,,,,,,,,,,,
130,EP1,NAN5,HHZ,2.1210957051,0.4019278042,0.0054289951,-136.5327203785,-149.7400481199,-132.4054304593,17.3346176606,336,,,,,,,,,,,,,,,,,,
131,EP1,NAN5,HHZ,2.275879395,0.2043230245,0.018434850200000002,-137.9038932051,-142.181307225,-133.8576907538,8.3236164712,494,,,,,,,,,,,,,,,,,,
132,EP1,NAN5,HHZ,2.3274739583,0.1604157879,0.0063032078,-137.7668891555,-142.1327306407,-133.5689646505,8.5637659902,134,,,,,,,,,,,,,,,,,,
133,EP1,NAN5,HHZ,2.6052908377,0.6918099560000001,0.05,-135.3325628919,-148.7458493342,-130.9679220654,17.7779272688,5138,,,,,,,,,,,,,,,,,,
134,EP1,NAN5,HHZ,2.8077002784,0.5843338305,0.0282345596,-136.2769657357,-149.5292118355,-131.9751895148,17.5540223207,2574,,,,,,,,,,,,,,,,,,
135,EP1,NAN5,HHZ,3.002172094,0.1834073632,0.0311638469,-137.5107673844,-141.8270842527,-133.3821164668,8.4449677859,810,0.7014028056,0.619238477,0.7835671343,0.16432865730000001,301.0,0.3716049383,0.40531561460000004,145.7314629259,139.2384769539,151.503006012,12.2645290581,149.0,36.0721442886,25.6112224449,49.2384769539,23.627254509,95.0,122.0
136,EP1,NAN5,HHZ,3.2045815347,0.1562857897,0.046853679700000005,-137.6584843882,-141.9330203681,-133.5078480019,8.4251723662,932,0.6372745491,0.5611222445,0.7995991984,0.2384769539,6.0,0.0064377682,,,,,,,,,,,,
137,EP1,NAN5,HHZ,3.7562464809,0.37687467700000005,0.05,-135.8274867606,-140.4121650283,-131.3102302322,9.1019347961,2710,0.5771543086,0.4008016032,0.7274549098,0.3266533066,1073.0,0.3959409594,0.1239515377,104.248496994,92.7054108216,116.873747495,24.1683366734,133.0,44.5490981964,42.3847695391,49.5991983968,7.2144288577,133.0,133.0
138,EP1,NAN5,HHZ,3.9467494839,0.327777454,0.0216136969,-136.8597381225,-141.2922033642,-132.5521310565,8.7400723077,1240,0.6733466934,0.5631262525,0.7715430862,0.2084168337,394.0,0.3177419355,0.2969543147,103.1663326653,93.4268537074,118.3166332665,24.8897795591,110.0,62.0440881764,58.0761523046,66.0120240481,7.9358717435,124.0,117.0
139,EP1,NAN5,HHN,1.0172379411,0.5749023258,0.0055133584000000005,-141.1996728901,-149.4076002805,-128.1511729361,21.2564273444,418,,,,,,,,,,,,,,,,,,
140,EP1,NAN5,HHN,1.0893021928,0.8487563837000001,0.045958945,-133.279650304,-146.9593878614,-123.3208013622,23.6385864992,5277,0.8517034068,0.6953907816,0.9699398798000001,0.2745490982,125.0,0.023687701300000003,0.776,134.5490981964,128.4168336673,140.3206412826,11.9038076153,104.0,10.2805611222,4.869739479,16.7735470942,11.9038076152,90.0,97.0
141,EP1,NAN5,HHN,1.1348164571,0.8248095433,0.0085163556,-132.0250264017,-145.8806630289,-122.5376693022,23.3429937267,1166,0.6673346693000001,0.49498998,0.873747495,0.37875751500000004,7.0,0.0060034305,,,,,,,,,,,,
142,EP1,NAN5,HHN,1.2220521303,0.8173654304,0.0135658857,-131.2035638049,-145.7449359779,-121.0246032837,24.7203326942,1730,0.4769539078,0.1803607214,0.7615230461,0.5811623247000001,17.0,0.0098265896,,,,,,,,,,,,
143,EP1,NAN5,HHN,1.3320449356,0.9139137795000001,0.05,-128.3581787293,-142.9625172586,-118.1252068346,24.837310424,5735,0.6573146293000001,0.6072144289,0.7715430862,0.16432865730000001,1756.0,0.306190061,0.3707289294,135.9919839679,128.0561122244,146.0921843687,18.0360721443,721.0,1.8036072144,0.1803607214,4.5090180361000005,4.3286573147,581.0,651.0
144,EP1,NAN5,HHN,1.3965234766,0.7251683732,0.0076994263,-130.6628896832,-144.9494791279,-120.0802308352,24.8692482927,524,0.7054108216,0.6072144289,0.8136272545000001,0.20641282560000002,94.0,0.17938931300000002,0.5265957447,142.124248497,132.745490982,148.9779559118,16.2324649298,56.0,3.7875751503,0.0,10.1002004008,10.1002004008,43.0,49.5
145,EP1,NAN5,HHN,1.4534163069,0.6914002343,0.0178520878,-133.2772347674,-148.8058711417,-122.6794924077,26.126378734,1438,0.7454909820000001,0.6533066132,0.8877755511000001,0.2344689379,15.0,0.0104311544,0.7333333333000001,131.3026052104,122.6452905812,141.4028056112,18.75751503,13.0,7.9358717435,1.8036072144,14.6092184369,12.8056112225,9.0,11.0
146,EP1,NAN5,HHN,1.5254805587,0.7353388694,0.0136621222,-134.1938897632,-149.1529488114,-124.4333689657,24.7195798457,1530,0.7775551102,0.6452905812,0.9258517034,0.2805611222,12.0,0.0078431373,,,,,,,,,,,,
147,EP1,NAN5,HHN,1.6468519301,0.3532400532,0.007491283400000001,-132.8479765928,-147.9198133816,-128.640422156,19.2793912256,502,,,,,,,,,,,,,,,,,,
148,EP1,NAN5,HHN,1.7454661693,0.7171976892,0.0399851839,-134.3373172431,-149.5898757354,-124.8468364035,24.7430393319,3545,0.7975951904,0.7034068136,0.9378757515,0.2344689379,7.0,0.0019746121,,,,,,,,,,,,
149,EP1,NAN5,HHN,1.9426946478,0.7565211251,0.0381256735,-131.6633789735,-145.4965215006,-127.3623178516,18.134203649,3263,0.5911823647000001,0.4589178357,0.7134268537,0.25450901800000003,290.0,0.08887526820000001,0.0706896552,148.9779559118,140.6813627255,153.3066132265,12.625250501,24.0,29.5791583166,19.6593186373,38.9579158317,19.2985971944,17.0,20.5
150,EP1,NAN5,HHN,2.1550945477,0.9807727535,0.035019129,-132.7290182018,-147.9339937352,-123.4244809351,24.5095128001,3925,0.7895791583,0.6693386774,0.8997995992000001,0.2304609218,62.0,0.0157961783,0.8709677419,88.0160320641,76.4729458918,94.869739479,18.3967935872,55.0,22.004008016,12.2645290581,31.9238476954,19.6593186373,53.0,54.0
151,EP1,NAN5,HHN,2.5116229511,0.7925757304000001,0.05,-131.3811874237,-145.2978477707,-126.8410003601,18.4568474106,4276,0.4368737475,0.3166332665,0.5511022044,0.2344689379,95.0,0.022217025300000002,,,,,,,,,,,,
152,EP1,NAN5,HHN,2.5685157814,0.4927508779,0.0027001655,-131.778146136,-145.1749560217,-127.6262422458,17.5487137759,343,,,,,,,,,,,,,,,,,,
153,EP1,NAN5,HHN,2.6860942974,0.5495139008000001,0.0333719189,-132.1901782691,-146.6516237431,-127.7484485878,18.9031751553,2508,,,,,,,,,,,,,,,,,,
154,EP1,NAN5,HHN,2.8150513795,0.15711909200000002,0.0092605265,-133.9579539022,-138.1666115434,-129.8615271314,8.305084412,220,,,,,,,,,,,,,,,,,,
155,EP1,NAN5,HHN,2.8984941973,0.2472539803,0.027157933800000002,-133.2501057413,-137.7083899855,-128.9678064014,8.7405835841,811,0.6733466934,0.6352705411,0.7254509018,0.0901803607,177.0,0.2182490752,0.2231638418,133.1062124248,128.7775551102,138.877755511,10.1002004008,56.0,37.5150300601,21.1022044088,75.0300601202,53.9278557114,23.0,39.5
156,EP1,NAN5,HHN,3.7860223505,0.10278506870000001,0.047962733300000004,-134.2518938634,-138.3064851933,-130.1973025335,8.1091826598,561,0.6172344689,0.4749498998,0.7414829659000001,0.2665330661,346.0,0.6167557932000001,0.1705202312,99.5591182365,83.3266533066,113.627254509,30.3006012024,59.0,47.0741482966,41.843687374699996,50.8617234469,9.0180360722,59.0,59.0
157,EP1,NAN5,HHE,1.0776108139,1.2806877797,0.0161799686,-132.4274504514,-147.141504261,-123.6385189813,23.5029852797,2294,0.8376753507,0.6993987976,0.9539078156,0.25450901800000003,96.0,0.041848299900000004,0.828125,134.5490981964,129.498997996,138.5170340681,9.0180360721,85.0,10.4609218437,3.7875751503,17.8557114228,14.0681362725,74.0,79.5
158,EP1,NAN5,HHE,1.138599537,1.0670639246,0.0142990067,-132.7448866544,-146.9534536297,-123.2725086709,23.6809449588,1524,0.6152304609,0.4428857715,0.8476953908,0.40480961930000003,9.0,0.0059055118,,,,,,,,,,,,
159,EP1,NAN5,HHE,1.2175261199,1.3544832771,0.0163376322,-130.3318457288,-144.0648952018,-122.3528672641,21.7120279377,1967,0.6332665331,0.29258517030000003,0.8597194389,0.5671342686,13.0,0.0066090493,,,,,,,,,,,,
160,EP1,NAN5,HHE,1.278514843,1.1629447793,0.014917755100000001,-129.2432859493,-142.9043831682,-119.695207248,23.2091759202,1701,0.6833667335,0.5631262525,0.8036072144,0.2404809619,95.0,0.0558495003,0.3263157895,129.498997996,123.7274549098,135.2705410822,11.5430861724,37.0,3.0661322645,0.0,7.3947895792,7.3947895792,25.0,31.0
161,EP1,NAN5,HHE,1.3502662819,1.6504204691000002,0.0256051197,-126.7701113592,-141.1379158005,-117.2250664507,23.9128493498,3503,0.6573146293000001,0.6052104208,0.7735470942,0.1683366734,1482.0,0.42306594350000004,0.3626855601,136.3527054108,129.8597194389,147.1743486974,17.3146292585,600.0,1.9839679359,0.0,5.2304609218,5.2304609218,475.0,537.5
162,EP1,NAN5,HHE,1.4184301489,1.0074778884,0.0171711315,-129.8290759222,-143.6516936155,-120.2962361338,23.3554574817,1897,0.7434869739000001,0.621242485,0.8557114228,0.2344689378,129.0,0.0680021086,0.6279069767000001,136.3527054108,130.5811623246,143.5671342685,12.9859719439,90.0,2.5250501002,0.0,8.296593186399999,8.296593186399999,72.0,81.0
163,EP1,NAN5,HHE,1.5188821634,1.0750694465,0.05,-129.4543640198,-144.1198281267,-124.6979972824,19.4218308443,4449,0.7975951904,0.6553106212,0.8977955912000001,0.24248497,42.0,0.009440323700000001,0.6309523810000001,142.124248497,128.7775551102,149.3386773547,20.5611222445,31.0,12.4448897796,6.4929859719,19.1182364729,12.625250501,22.0,26.5
164,EP1,NAN5,HHE,1.5726957426000001,1.0674809772,0.014233653300000001,-129.4342309497,-143.9786469301,-125.0709061556,18.9077407745,1512,0.7575150301,0.5871743487000001,0.9238476954,0.3366733467,10.0,0.0066137566,,,,,,,,,,,,
165,EP1,NAN5,HHE,1.6300968938,1.0591758939,0.0125701751,-129.7224343248,-143.5646568405,-125.5798713822,17.9847854583,1516,0.7515030060000001,0.6613226453000001,0.8296593186000001,0.16833667330000002,12.0,0.0079155673,,,,,,,,,,,,
166,EP1,NAN5,HHE,1.8955772178,1.1643785561,0.05,-130.0850636668,-143.6981528364,-125.7380267891,17.9601260473,4843,0.6553106212,0.5170340681,0.7775551102,0.2605210421,414.0,0.08548420400000001,0.2487922705,148.2565130261,140.6813627255,154.3887775551,13.7074148296,118.0,26.3326653307,14.6092184369,40.9418837675,26.3326653306,88.0,103.0
167,EP1,NAN5,HHE,2.021142236,0.39905039480000004,0.0055959482,-131.9992955271,-143.71520357,-127.9402407721,15.7749627979,210,,,,,,,,,,,,,,,,,,
168,EP1,NAN5,HHE,2.4767638732,0.2210060661,0.05,-131.9803409309,-136.4623356821,-127.8718457423,8.5904899398,838,0.4288577154,0.2785571142,0.5851703407000001,0.3066132265,39.0,0.0465393795,,,,,,,,,,,,
169,EP1,NAN5,HHE,2.8139956363,0.1859590603,0.0271247059,-132.3377157758,-136.5972796729,-128.1365020691,8.4607776038,400,,,,,,,,,,,,,,,,,,
170,EP1,NAN5,HHE,2.964673658,0.1851369953,0.0044225417,-131.7160045494,-136.6769813278,-126.8120504926,9.8649308352,101,0.7114228457,0.6933867735,0.7494989980000001,0.0561122245,64.0,0.6336633663,0.6328125,141.4028056112,135.6312625251,147.8957915832,12.2645290581,52.0,44.1883767535,19.6593186373,49.0581162325,29.3987975952,29.0,40.5
171,EP1,NAN5,HHE,3.0041369494,0.2138344497,0.05,-131.8601602008,-136.0849376671,-127.6984391146,8.3864985525,894,0.7174348697,0.6673346693000001,0.7454909820000001,0.07815631270000001,467.0,0.5223713647,0.4197002141,147.1743486974,138.5170340681,151.8637274549,13.3466933868,258.0,34.2685370741,23.0861723447,49.5991983968,26.5130260521,134.0,196.0
172,EP2,NAN3,HHZ,1.0211872028,1.5208517138,0.012564682,-135.3869351863,-140.3929029323,-130.8815642149,9.5113387174,771,0.2765531062,0.1743486974,0.3827655311,0.2084168337,16.0,0.0207522698,,,,,,,,,,,,
173,EP2,NAN3,HHZ,1.097826342,1.3116965264,0.0186467529,-136.7012744667,-141.8866391536,-131.9392048562,9.947434297400001,1255,0.1503006012,0.0480961924,0.4268537074,0.37875751500000004,8.0,0.006374502000000001,,,,,,,,,,,,
174,EP2,NAN3,HHZ,1.2012891798,1.0687555385,0.009778714,-140.1899029382,-144.9727067661,-135.5047073517,9.4679994144,533,,,,,,,,,,,,,,,,,,
175,EP2,NAN3,HHZ,1.2511046202,0.9178986358000001,0.0085188273,-140.5823422357,-145.0302520324,-136.1344324391,8.8958195933,256,,,,,,,,,,,,,,,,,,
176,EP2,NAN3,HHZ,1.3392396303,1.0817171236,0.0098627218,-135.8544973859,-142.4300119098,-129.6344160795,12.7955958303,537,,,,,,,,,,,,,,,,,,
177,EP2,NAN3,HHZ,1.4005509416,1.5827640225000001,0.0252232346,-133.6076525916,-140.4389652719,-127.6469974097,12.7919678622,1816,0.2785571142,0.1583166333,0.48496993990000004,0.3266533066,53.0,0.029185022,,,,,,,,,,,,
178,EP2,NAN3,HHZ,1.4733581237,1.0717371607,0.0185492977,-137.0775602108,-143.3125577938,-131.5202797563,11.792278037500001,1058,0.5230460922,0.4308617234,0.6052104208,0.1743486974,8.0,0.0075614367,,,,,,,,,,,,
179,EP2,NAN3,HHZ,1.5499972629,1.0400634119,0.0160057441,-140.0535518669,-145.3978181583,-135.2332332512,10.1645849071,765,,,,,,,,,,,,,,,,,,
180,EP2,NAN3,HHZ,1.6036446603,1.0186855733,0.0096385521,-140.1264418791,-144.8981531789,-135.6381985773,9.2599546016,532,,,,,,,,,,,,,,,,,,
181,EP2,NAN3,HHZ,1.6917796702999999,0.5288514792,0.0147179925,-141.550442193,-145.9600499828,-137.3208183946,8.6392315882,398,,,,,,,,,,,,,,,,,,
182,EP2,NAN3,HHZ,1.7530909816,0.6844495698,0.025033296400000002,-141.5301791327,-145.9969150337,-137.2015897028,8.7953253309,897,,,,,,,,,,,,,,,,,,
183,EP2,NAN3,HHZ,2.0174960116,0.7275788473,0.0375386078,-140.9195204374,-145.294090745,-136.6748878617,8.6192028833,1165,,,,,,,,,,,,,,,,,,
184,EP2,NAN3,HHZ,2.3048927834,0.5594887194,0.05,-141.7801820988,-145.9832384801,-137.7032174089,8.2800210712,1172,0.3466933868,0.16633266530000002,0.5110220441000001,0.3446893788,17.0,0.0145051195,,,,,,,,,,,,
185,EP2,NAN3,HHZ,2.3776999656,0.3701904561,0.010952445100000001,-142.1759536529,-146.3620834809,-138.0300750732,8.3320084077,186,,,,,,,,,,,,,,,,,,
186,EP2,NAN3,HHN,1.0260944538,0.7476068603,0.0116147935,-140.9168354409,-146.0584974576,-136.5031963647,9.5553010929,682,0.22244488980000002,0.0541082164,0.3847695391,0.33066132270000004,8.0,0.011730205300000001,,,,,,,,,,,,
187,EP2,NAN3,HHN,1.080054664,1.0177797044,0.0131133019,-139.2091300521,-144.0920012021,-134.7092291884,9.3827720137,683,,,,,,,,,,,,,,,,,,
188,EP2,NAN3,HHN,1.1441324137,1.1858485314,0.0205606825,-138.4807653943,-143.5028016543,-133.8287739113,9.674027743,1383,,,,,,,,,,,,,,,,,,
189,EP2,NAN3,HHN,1.2115826764,1.0664652751,0.0135537273,-139.5170106448,-144.4099048316,-134.9236814082,9.4862234234,978,,,,,,,,,,,,,,,,,,
190,EP2,NAN3,HHN,1.2925229917,0.8587660460000001,0.0221557808,-137.7296351125,-144.0066212136,-131.9958497317,12.0107714819,1008,,,,,,,,,,,,,,,,,,
191,EP2,NAN3,HHN,1.3599732545,1.3565892572,0.0214943929,-133.9111639722,-140.6690895218,-127.8093476993,12.8597418225,1556,0.2825651303,0.0681362725,0.5070140281000001,0.43887775560000003,15.0,0.0096401028,,,,,,,,,,,,
192,EP2,NAN3,HHN,1.420678491,1.0460440018,0.013482906900000001,-135.1511931792,-142.3367623308,-128.9830497482,13.3537125826,664,0.45090180360000004,0.1883767535,0.6412825651,0.45290581160000004,16.0,0.0240963855,,,,,,,,,,,,
193,EP2,NAN3,HHN,1.4881287538,0.8314731088,0.0133404662,-139.13169711,-145.6428260574,-133.3744883566,12.2683377008,518,,,,,,,,,,,,,,,,,,
194,EP2,NAN3,HHN,1.5994216873,0.7506690879,0.019833870400000002,-140.424024624,-146.590026672,-134.9368484895,11.6531781825,847,,,,,,,,,,,,,,,,,,
195,EP2,NAN3,HHN,1.6702444632,0.5148217493,0.0071877768,-140.8435316678,-145.1924334815,-136.6380002437,8.5544332378,173,,,,,,,,,,,,,,,,,,
196,EP2,NAN3,HHN,1.7613023179,0.31165152960000003,0.011973127600000001,-141.6104196919,-146.7360347832,-136.9824371338,9.7535976494,198,,,,,,,,,,,,,,,,,,
197,EP2,NAN3,HHN,1.8557326858,0.3237875156,0.0074203739,-141.5874528904,-145.6908127779,-137.9694366455,7.7213761324,107,,,,,,,,,,,,,,,,,,
198,EP2,NAN3,HHN,1.9231829486,0.5984676352,0.0248846491,-141.0201528851,-145.3666837765,-136.9293002815,8.437383495,831,,,,,,,,,,,,,,,,,,
199,EP2,NAN3,HHN,1.9703981325000002,0.3475169996,0.0022763485000000003,-141.1925300185,-145.4688786142,-137.402130127,8.0667484872,113,,,,,,,,,,,,,,,,,,
200,EP2,NAN3,HHN,2.1491413288,1.2364322648,0.05,-137.8429414982,-145.383107279,-131.2949027939,14.0882044851,2930,0.7935871743,0.6753507014,0.9058116232000001,0.2304609218,71.0,0.0242320819,0.8028169014000001,100.6412825651,97.0340681363,104.6092184369,7.5751503006,64.0,3.0661322645,0.0,8.1162324649,8.1162324649,50.0,57.0
201,EP2,NAN3,HHN,2.2098465653,0.7991937866000001,0.010960715000000001,-138.706307696,-144.9494438707,-133.1835333876,11.7659104831,499,,,,,,,,,,,,,,,,,,
202,EP2,NAN3,HHN,2.2907868806,0.6247388098000001,0.0140885414,-140.3146854928,-144.7793759516,-136.1189522906,8.660423661,561,0.4048096192,0.1703406814,0.6813627255,0.5110220441000001,6.0,0.010695187200000001,,,,,,,,,,,,
203,EP2,NAN3,HHN,2.3616096564999998,0.4029092147,0.0065798846000000005,-140.8859708859,-145.1357974433,-136.6361443285,8.4996531148,124,,,,,,,,,,,,,,,,,,
204,EP2,NAN3,HHN,2.4290599193,0.2954901996,0.0150365641,-141.7449964627,-146.0335161289,-137.6026763304,8.4308397985,271,,,,,,,,,,,,,,,,,,
205,EP2,NAN3,HHN,2.5538429054,0.3799073975,0.0265279175,-141.3296736295,-145.7194515679,-137.1865124292,8.5329391387,626,,,,,,,,,,,,,,,,,,
206,EP2,NAN3,HHN,2.7663112331,0.2056337422,0.0275365644,-142.0257363176,-146.204915599,-138.1486663818,8.0562492172,353,,,,,,,,,,,,,,,,,,
207,EP2,NAN3,HHE,1.0405620464,1.1077908704,0.025279411800000002,-136.3637191987,-141.6765040702,-131.7922531464,9.8842509238,1983,0.2565130261,0.1082164329,0.37274549100000004,0.2645290581,30.0,0.015128593000000001,,,,,,,,,,,,
208,EP2,NAN3,HHE,1.0995565878,0.9306291475,0.012492101600000001,-137.2902392309,-142.8709467886,-132.3660855035,10.5048612851,659,0.3226452906,0.0460921844,0.4008016032,0.3547094188,6.0,0.0091047041,,,,,,,,,,,,
209,EP2,NAN3,HHE,1.2140754035,0.8276080514,0.021739376600000002,-141.6951826933,-146.1969049488,-137.3935369824,8.8033679664,1064,,,,,,,,,,,,,,,,,,
210,EP2,NAN3,HHE,1.2869510135,0.9043142594,0.013628684600000001,-142.0710611286,-146.4760794783,-137.7134085676,8.7626709107,915,,,,,,,,,,,,,,,,,,
211,EP2,NAN3,HHE,1.3632968906,0.7497031445,0.0188197751,-142.5674100276,-147.1693650974,-138.2330104851,8.9363546123,997,0.29058116230000003,0.1342685371,0.4408817635,0.3066132264,13.0,0.013039117400000001,,,,,,,,,,,,
212,EP2,NAN3,HHE,1.4361725006000001,0.9455045135000001,0.0149892006,-141.1981713977,-146.2156990067,-136.6585035611,9.5571954456,979,0.44889779560000004,0.2004008016,0.6452905812,0.44488977960000003,12.0,0.0122574055,,,,,,,,,,,,
213,EP2,NAN3,HHE,1.4916967749,0.9627803289,0.0167144493,-141.3077479116,-146.705771559,-136.6629368662,10.0428346928,980,,,,,,,,,,,,,,,,,,
214,EP2,NAN3,HHE,1.6756209334,0.6767418157,0.05,-142.1270005832,-147.1742455553,-137.5789336852,9.5953118701,2082,,,,,,,,,,,,,,,,,,
215,EP2,NAN3,HHE,1.7103236049000001,0.6250653864,0.0064106974,-141.9906435491,-146.8613459524,-137.5434804851,9.3178654673,213,,,,,,,,,,,,,,,,,,
216,EP2,NAN3,HHE,1.7762586806,0.5231677729,0.0110746747,-142.7090206414,-147.1637991559,-138.4911984308,8.6726007251,532,,,,,,,,,,,,,,,,,,
217,EP2,NAN3,HHE,1.8179018863,0.500829375,0.0085425909,-142.6054783211,-146.9787340183,-138.4203196432,8.5584143751,341,,,,,,,,,,,,,,,,,,
218,EP2,NAN3,HHE,1.8977180305,0.5114055108000001,0.015688778900000002,-143.2994078367,-147.643423627,-139.1018195449,8.5416040821,523,,,,,,,,,,,,,,,,,,
219,EP2,NAN3,HHE,1.9601828391,0.317449554,0.0098853845,-143.6481725964,-147.8164528214,-139.8925933838,7.9238594376,233,,,,,,,,,,,,,,,,,,
220,EP2,NAN3,HHE,2.0469395176,0.4586576318,0.0204970803,-143.6069503203,-147.8135303199,-139.5454248035,8.2681055164,584,,,,,,,,,,,,,,,,,,
