,EP,STA,COMP,fq,fq_prob,width,S,S_r1,S_r2,S_r,N_T,R,R_r1,R_r2,R_r,N_R,cp,cl,H,H_r1,H_r2,H_r,N_H,V,V_r1,V_r2,V_r,N_V,N_L
221,EP2,NAN3,HHE,2.1336961962,0.3177878924,0.035142540800000004,-143.8313668352,-148.0602665292,-139.7904182388,8.2698482904,749,0.7434869739000001,0.6492985972,0.9078156313,0.2585170341,25.0,0.0333778371,0.8,101.7234468938,99.5591182365,107.49498998,7.9358717435,22.0,4.1482965931999995,0.0,14.7895791583,14.7895791583,18.0,20.0
222,EP2,NAN3,HHE,2.1753394019,0.3023443896,0.009653464700000001,-144.2271073825,-148.412238509,-140.041976256,8.370262253,212,0.875751503,0.6973947896,1.0,0.3026052104,7.0,0.0330188679,0.9285714286000001,102.8056112224,99.1983967936,106.0521042084,6.8537074148,7.0,1.4428857715,0.0,4.3286573146,4.3286573146,6.0,6.5
223,EP2,NAN3,HHE,2.2620960805,0.17744202750000002,0.0125376088,-144.4447205874,-148.7184664434,-140.3528362572,8.3656301862,121,,,,,,,,,,,,,,,,,,
224,EP2,NAN3,HHE,2.3523230262,0.4665834824,0.0082298544,-143.1466125305,-147.4582169405,-138.9446251818,8.5135917587,163,,,,,,,,,,,,,,,,,,
225,EP2,NAN3,HHE,2.421728369,0.7416243082,0.0083299633,-140.1494649761,-144.9549191156,-135.7057116858,9.2492074298,268,,,,,,,,,,,,,,,,,,
226,EP2,NAN3,HHE,2.4772526433,1.0351625198,0.05,-139.5010975626,-144.8728934003,-134.6436226029,10.2292707974,2822,0.8016032064,0.5591182365,0.9178356713,0.3587174348,18.0,0.006378455000000001,0.6111111111,15.1503006012,4.3286573146,24.8897795591,20.5611222445,11.0,18.0360721443,12.9859719439,23.9879759519,11.002004008,11.0,11.0
227,EP2,NAN3,HHE,2.6542362675,0.2373702544,0.009735908000000001,-143.7098346167,-148.1161894406,-139.6281585693,8.4880308713,164,,,,,,,,,,,,,,,,,,
228,EP2,NAN3,HHE,2.7409929461,0.33108837220000004,0.017653536100000002,-143.6846699686,-148.1832301688,-139.4279678436,8.7552623252,437,,,,,,,,,,,,,,,,,,
229,EP2,NAN3,HHE,2.8103982889,0.4056080476,0.0220312827,-143.4584201362,-148.0677763914,-139.2518231654,8.815953226,625,,,,,,,,,,,,,,,,,,
230,EP2,NAN4,HHZ,1.0214022616,1.3072354013,0.0127498863,-144.0638741472,-149.0184625843,-139.6047445538,9.4137180305,704,,,,,,,,,,,,,,,,,,
231,EP2,NAN4,HHZ,1.1519625094000001,1.2543826097,0.0057331639,-139.6666672884,-145.6824646302,-134.1258013158,11.5566633144,324,,,,,,,,,,,,,,,,,,
232,EP2,NAN4,HHZ,1.18615686,1.2922793813,0.0447291984,-139.2283550561,-144.8542633362,-133.8444213256,11.0098420106,3020,0.6733466934,0.5571142285,0.8076152305000001,0.25050100200000003,61.0,0.0201986755,0.4180327869,143.5671342685,117.2344689379,151.503006012,34.2685370741,25.0,70.5210420842,62.9458917836,76.8336673347,13.8877755511,26.0,25.5
233,EP2,NAN4,HHZ,1.2763056025,1.3614746301,0.0151890432,-140.2616106847,-146.0932148415,-134.5966237896,11.4965910519,997,0.6593186373000001,0.5611222445,0.7635270541,0.2024048096,63.0,0.0631895687,0.3015873016,123.3667334669,113.2665330661,127.6953907816,14.4288577155,19.0,60.2404809619,51.5831663327,68.8977955912,17.3146292585,19.0,19.0
234,EP2,NAN4,HHZ,1.3104999531,1.0964359042,0.0062459979,-141.565649518,-146.6575567211,-136.473742315,10.1838144061,308,0.6733466934,0.5871743487000001,0.7775551102,0.1903807615,10.0,0.0324675325,,,,,,,,,,,,
235,EP2,NAN4,HHZ,1.3726714996,1.1250019924,0.0179370095,-142.1094506518,-147.3610228269,-136.9162292786,10.4447935483,1065,0.6573146293000001,0.5210420842,0.7575150301,0.2364729459,18.0,0.0169014085,,,,,,,,,,,,
236,EP2,NAN4,HHZ,1.4472773555,1.4971227129,0.020297249,-140.3451190406,-146.7238086708,-134.3798629975,12.3439456733,1423,0.7855711423,0.6793587174,0.879759519,0.2004008016,120.0,0.0843288826,0.8708333333,110.380761523,105.6913827655,113.9879759519,8.296593186399999,105.0,49.4188376754,41.6633266533,57.3547094188,15.6913827655,104.0,104.5
237,EP2,NAN4,HHZ,1.5125574794,1.2059240642,0.0127993655,-142.2270783021,-148.1220073203,-136.8233933688,11.2986139515,894,,,,,,,,,,,,,,,,,,
238,EP2,NAN4,HHZ,1.5778376031999999,0.9261440540000001,0.009788032,-145.0665791422,-150.4345073815,-140.2050592273,10.2294481542,480,,,,,,,,,,,,,,,,,,
239,EP2,NAN4,HHZ,1.680420655,0.864014225,0.041957354100000004,-145.8872498109,-151.1923643124,-141.2517128679,9.9406514445,1719,,,,,,,,,,,,,,,,,,
240,EP2,NAN4,HHZ,1.7301578923,0.8085880306000001,0.0061081828000000005,-145.6845042013,-150.4012076582,-141.4269488684,8.9742587898,220,,,,,,,,,,,,,,,,,,
241,EP2,NAN4,HHZ,1.9850612331000002,0.3411048434,0.0347891592,-147.1932777604,-151.7457451218,-143.0505324614,8.6952126604,525,,,,,,,,,,,,,,,,,,
242,EP2,NAN4,HHZ,2.1094043262,0.4725599147,0.0472121115,-146.6274186251,-151.0934984593,-142.4558055931,8.6376928662,907,0.7915831663,0.7074148297,0.8817635271,0.1743486974,8.0,0.0088202867,1.0,101.7234468938,94.1482965932,109.6593186373,15.5110220441,8.0,40.0400801603,29.3987975952,49.7795591182,20.380761523,8.0,8.0
243,EP2,NAN4,HHZ,2.6005595439,0.2174410681,0.0068961704,-146.8934039955,-151.9853094862,-141.8014985048,10.1838109814,108,,,,,,,,,,,,,,,,,,
244,EP2,NAN4,HHZ,2.6627310905,0.3721198027,0.05,-146.8355659684,-151.2272494819,-142.6750236924,8.5522257895,739,0.5370741483,0.3587174349,0.619238477,0.2605210421,6.0,0.0081190798,,,,,,,,,,,,
245,EP2,NAN4,HHN,1.0210307964,1.433647504,0.0168368446,-140.8453389934,-146.3349927394,-136.1325230417,10.2024696977,1469,,,,,,,,,,,,,,,,,,
246,EP2,NAN4,HHN,1.1082664696,1.0839379587,0.009862969400000001,-143.5941603055,-148.7433336522,-138.7076998846,10.0356337676,553,,,,,,,,,,,,,,,,,,
247,EP2,NAN4,HHN,1.1917092874,1.1620713201,0.012143545300000001,-144.4948775114,-149.3794882857,-139.7238623365,9.655625949200001,898,0.6973947896,0.5971943888,0.8557114228,0.25851703400000003,22.0,0.0244988864,0.47727272730000003,144.6492985972,133.1062124248,155.1102204409,22.0040080161,10.0,72.8657314629,66.5531062124,74.4889779559,7.9358717435,11.0,10.5
248,EP2,NAN4,HHN,1.2486021177,1.2239737772,0.0480993543,-143.6785211047,-148.87751082,-138.5901481919,10.2873626281,2771,0.6573146293000001,0.5571142285,0.7615230461,0.20440881760000001,137.0,0.049440635100000005,0.2773722628,123.3667334669,115.4308617234,129.498997996,14.0681362726,38.0,65.8316633267,54.1082164329,76.2925851703,22.1843687374,38.0,38.0
249,EP2,NAN4,HHN,1.3168735141,1.1576028944,0.0071603395000000005,-143.0433629099,-148.6779267764,-137.8349425291,10.8429842473,339,,,,,,,,,,,,,,,,,,
250,EP2,NAN4,HHN,1.3699734891,1.0464142589,0.0079985371,-142.3425511912,-148.2949700977,-136.7302705081,11.5646995896,536,0.6793587174,0.5210420842,0.7855711423,0.2645290581,12.0,0.0223880597,,,,,,,,,,,,
251,EP2,NAN4,HHN,1.4268663194,1.4829714084,0.0204006789,-140.6328784278,-146.9103255033,-135.132022743,11.7783027603,1417,0.7414829659000001,0.6372745491,0.8456913828,0.2084168337,108.0,0.0762173606,0.7129629630000001,112.1843687375,106.4128256513,118.6773547094,12.2645290581,77.0,50.1402805611,42.745490982,57.3547094188,14.609218436799999,77.0,77.0
252,EP2,NAN4,HHN,1.5141019926000001,0.9867449415,0.0094463753,-144.1540963091,-150.4638326335,-138.6673690704,11.7964635631,498,,,,,,,,,,,,,,,,,,
253,EP2,NAN4,HHN,1.5709948229,0.8914870134,0.0049575246,-146.0011511059,-151.7827090338,-141.0914154053,10.6912936285,227,,,,,,,,,,,,,,,,,,
254,EP2,NAN4,HHN,1.7037447604,1.057209339,0.0237489235,-146.0008382855,-150.7723090223,-141.6681234784,9.1041855439,1017,0.1803607214,0.0440881764,1.0,0.9559118236,8.0,0.0078662734,,,,,,,,,,,,
255,EP2,NAN4,HHN,2.1626802584,1.0307582365,0.0448399202,-145.5071119412,-150.5104463688,-141.0273822792,9.4830640896,1981,0.8336673347,0.7655310621,0.9318637275,0.1663326654,15.0,0.0075719334000000004,0.9333333333,104.6092184369,96.3126252505,114.7094188377,18.3967935872,15.0,32.8256513026,24.3486973948,43.6472945892,19.2985971944,13.0,14.0
256,EP2,NAN4,HHN,2.3409444601000002,0.41257164900000004,0.014927667700000001,-147.772656886,-152.0208524349,-143.5645386537,8.4563137812,311,,,,,,,,,,,,,,,,,,
257,EP2,NAN4,HHN,2.5647229261,0.2695663774,0.0469888849,-147.9706307451,-152.4850236056,-143.6568775674,8.8281460382,544,,,,,,,,,,,,,,,,,,
258,EP2,NAN4,HHN,2.606444335,0.24816452460000002,0.008896214900000001,-147.8252932562,-152.1056222553,-143.6773455664,8.4282766889,130,,,,,,,,,,,,,,,,,,
259,EP2,NAN4,HHE,1.0176191817,1.0802584816,0.0224415499,-145.5599775601,-150.8049058322,-140.932099673,9.8728061592,1298,,,,,,,,,,,,,,,,,,
260,EP2,NAN4,HHE,1.0372188595,1.0668547589,0.0038731451,-145.4850342164,-150.682325925,-140.7168766855,9.9654492395,337,,,,,,,,,,,,,,,,,,
261,EP2,NAN4,HHE,1.0960178929,1.2091868174,0.013723153,-144.6488423013,-149.5162164539,-140.0794706478,9.4367458061,1076,,,,,,,,,,,,,,,,,,
262,EP2,NAN4,HHE,1.166576733,1.1375154091,0.0182354591,-145.4887074564,-150.2063735931,-140.9784112598,9.2279623333,1319,0.7154308617,0.6052104208,0.9218436874,0.3166332666,18.0,0.013646702,0.6666666667000001,143.9278557114,133.8276553106,167.0140280561,33.1863727455,12.0,69.7995991984,60.9619238477,80.2605210421,19.2985971944,12.0,12.0
263,EP2,NAN4,HHE,1.2410555086,1.0655270879,0.0199084078,-146.5555206482,-151.6983016937,-141.4686393967,10.229662297,1228,0.6613226453000001,0.5611222445,0.7595190381,0.1983967936,71.0,0.057817589600000004,0.2464788732,123.006012024,113.9879759519,132.0240480962,18.0360721443,17.0,65.4709418838,58.6172344689,73.0460921844,14.4288577155,18.0,17.5
264,EP2,NAN4,HHE,1.2920146709,0.962481227,0.0077253187,-146.9060758847,-151.6960059034,-142.0183921921,9.6776137113,578,0.6793587174,0.6172344689,0.7935871743,0.1763527054,24.0,0.0415224913,0.45833333330000003,123.006012024,114.3486973948,132.3847695391,18.0360721443,11.0,56.0921843687,48.5170340681,63.4869739479,14.9699398798,11.0,11.0
265,EP2,NAN4,HHE,1.3312140265,0.9672508083,0.0107290432,-146.469676077,-151.4446830673,-141.6040098997,9.8406731676,565,0.6492985972,0.5591182365,0.7875751503,0.22845691380000002,11.0,0.0194690265,,,,,,,,,,,,
266,EP2,NAN4,HHE,1.3743333177000001,0.9657279302,0.0096324209,-146.8282130973,-153.1642941951,-140.8198603322,12.3444338629,596,0.619238477,0.44689378760000004,0.8296593186000001,0.38276553100000005,14.0,0.0234899329,,,,,,,,,,,,
267,EP2,NAN4,HHE,1.4213725444,1.2733571808,0.0156930355,-145.9050579797,-151.4483323948,-140.8438074269,10.6045249679,1350,0.7434869739000001,0.6372745491,0.8436873747,0.20641282560000002,69.0,0.0511111111,0.7391304348000001,112.5450901804,107.49498998,118.6773547094,11.1823647294,51.0,50.1402805611,45.2705410822,54.6492985972,9.378757515,51.0,51.0
268,EP2,NAN4,HHE,1.4919313845,0.9682913039000001,0.014849500100000001,-147.4804951089,-152.7658830234,-142.7482291854,10.017653838,868,0.8336673347,0.7414829659000001,0.9218436874,0.18036072150000002,20.0,0.0230414747,1.0,108.5771543086,102.0841683367,113.9879759519,11.9038076152,20.0,52.124248497,45.6312625251,57.5350701403,11.9038076152,20.0,20.0
269,EP2,NAN4,HHE,1.5664101602,0.8007086914,0.0186986011,-148.9384204199,-153.9580229184,-144.4045859052,9.5534370132,948,,,,,,,,,,,,,,,,,,
270,EP2,NAN4,HHE,1.6448088714,0.4063376466,0.0166260797,-150.4390093664,-155.4369640771,-145.9286599933,9.5083040838,468,,,,,,,,,,,,,,,,,,
271,EP2,NAN4,HHE,1.7232075826000002,0.8586035334000001,0.0182146561,-149.0319234967,-153.4666013851,-144.8258372519,8.6407641332,909,,,,,,,,,,,,,,,,,,
272,EP2,NAN4,HHE,1.9623236518,0.8069416469,0.028477017400000002,-149.2661178681,-153.5697367941,-145.1108995946,8.4588371995,1012,,,,,,,,,,,,,,,,,,
273,EP2,NAN4,HHE,2.2210393988,0.7137736465000001,0.0052520687,-147.8604647038,-152.274202213,-143.5598999513,8.7143022617,218,,,,,,,,,,,,,,,,,,
274,EP2,NAN4,HHE,2.2719985611,0.9908832827,0.05,-147.3077223172,-151.9269773067,-142.9315860114,8.9953912953,2281,,,,,,,,,,,,,,,,,,
275,EP2,NAN4,HHE,2.3503972723,0.7437004559,0.0113055036,-148.8181651389,-153.236190643,-144.5105902723,8.7256003707,480,,,,,,,,,,,,,,,,,,
276,EP2,NAN4,HHE,2.4209561124,0.3177675833,0.0155703265,-149.747709775,-153.9453225298,-145.5994806997,8.3458418301,273,,,,,,,,,,,,,,,,,,
277,EP2,NAN4,HHE,2.5228744369,0.8250970374000001,0.05,-148.367935517,-152.8311987133,-144.0568290206,8.7743696927,1794,,,,,,,,,,,,,,,,,,
278,EP2,NAN4,HHE,2.5855934059,0.7469769462,0.014285959300000001,-148.3922379366,-152.951968237,-144.0915832214,8.8603850156,645,,,,,,,,,,,,,,,,,,
279,EP2,NAN4,HHE,2.7776702483999998,0.3365998861,0.0185466695,-150.2142935162,-154.429648665,-146.1253990219,8.3042496431,351,,,,,,,,,,,,,,,,,,
280,EP2,NAN5,HHZ,1.0177364865,0.4797325743,0.0080294857,-138.1652679443,-142.7122344971,-133.9719543457,8.7402801514,416,,,,,,,,,,,,,,,,,,
281,EP2,NAN5,HHZ,1.1563027872,0.7530616419,0.05,-136.3418597143,-142.5330826448,-130.9761331746,11.5569494702,2838,0.6873747495,0.29258517030000003,0.8817635271,0.5891783568,30.0,0.010570824500000001,0.35000000000000003,132.3847695391,119.3987975952,142.124248497,22.7254509018,11.0,10.8216432866,3.9679358717,18.2164328657,14.248496994,10.0,10.5
282,EP2,NAN5,HHZ,1.2790329392,0.6089292632000001,0.012895319300000001,-137.0368044133,-143.5073656529,-131.4989366856,12.0084289673,761,0.6753507014,0.5531062124,0.7855711423,0.2324649299,104.0,0.1366622865,0.2980769231,127.3346693387,120.120240481,134.9098196393,14.7895791583,36.0,4.869739479,0.0,14.248496994,14.248496994,26.0,31.0
283,EP2,NAN5,HHZ,1.3463365709000001,0.8432067168,0.0432385547,-135.0191451782,-141.6827554034,-129.2305544775,12.4522009259,2711,0.6633266533000001,0.6132264529,0.7655310621,0.1523046092,1582.0,0.5835485061,0.353034134,134.1883767535,128.4168336673,140.3206412826,11.9038076153,614.0,1.623246493,0.0,4.1482965931999995,4.1482965931999995,503.0,558.5
284,EP2,NAN5,HHZ,1.4769847973,0.5258624793000001,0.0198052521,-137.378156123,-142.3247876674,-132.7406890502,9.5840986172,854,0.7955911824,0.627254509,0.9478957916,0.3206412826,9.0,0.0105386417,,,,,,,,,,,,
285,EP2,NAN5,HHZ,1.5363703547,0.46743014120000004,0.008870119000000001,-137.3204497985,-141.9855617607,-132.8470547663,9.1385069944,407,,,,,,,,,,,,,,,,,,
286,EP2,NAN5,HHZ,1.5720016892,0.37526049180000004,0.0032380852,-138.1052304805,-143.4400284945,-133.1656026898,10.2744258047,159,,,,,,,,,,,,,,,,,,
287,EP2,NAN5,HHZ,1.6472233953000002,0.6155353393,0.0214667852,-136.893638565,-141.3877196532,-132.5193996391,8.8683200141,991,,,,,,,,,,,,,,,,,,
288,EP2,NAN5,HHZ,1.7105679899,0.47644517010000004,0.0158407466,-137.1186124997,-141.5449634009,-132.9055797141,8.6393836868,603,,,,,,,,,,,,,,,,,,
289,EP2,NAN5,HHZ,1.8016258446000002,0.5488053259,0.0130421775,-137.2887639598,-141.7582080665,-133.0296466346,8.7285614319,471,,,,,,,,,,,,,,,,,,
290,EP2,NAN5,HHZ,1.8689294764,0.6068845442,0.0056640466,-136.8183539626,-141.8910194963,-132.2981569523,9.592862544,245,,,,,,,,,,,,,,,,,,
291,EP2,NAN5,HHZ,1.9045608108,0.6177741351,0.006399391700000001,-136.1740746508,-140.8866122137,-131.8626041145,9.0240080992,254,,,,,,,,,,,,,,,,,,
292,EP2,NAN5,HHZ,1.9481102196000002,0.6806587636,0.05,-135.7289160841,-140.9610713431,-130.9670669158,9.9940044273,2669,0.48496993990000004,0.37074148300000004,0.6372745491,0.2665330661,86.0,0.032221805900000004,,,,,,,,,,,,
293,EP2,NAN5,HHZ,2.03125,0.6768957456,0.0226197673,-135.8279386532,-142.5072049005,-129.991102383,12.5161025175,1389,,,,,,,,,,,,,,,,,,
294,EP2,NAN5,HHZ,2.1935705236,0.3158259147,0.0049983956,-138.334685209,-143.0936719325,-134.3192901611,8.7743817714,144,,,,,,,,,,,,,,,,,,
295,EP2,NAN5,HHZ,2.3163006757,0.20535303,0.015936370800000002,-138.7107034198,-143.9561113805,-133.5652079917,10.3909033888,260,,,,,,,,,,,,,,,,,,
296,EP2,NAN5,HHZ,2.5023754223,0.5080328163,0.0082940584,-137.3300228692,-141.7369655082,-133.0904324824,8.6465330258,428,0.44889779560000004,0.2985971944,0.6312625251,0.33266533070000004,8.0,0.018691588800000002,,,,,,,,,,,,
297,EP2,NAN5,HHZ,2.593433277,0.5672779746000001,0.05,-137.0788506946,-141.9214900749,-132.4783432832,9.4431467917,2169,0.5831663327000001,0.2945891784,0.7054108216,0.41082164320000003,13.0,0.0059935454,,,,,,,,,,,,
298,EP2,NAN5,HHZ,2.6449007601,0.5251258948,0.0061253099000000005,-137.4351484035,-142.3075084495,-132.8305004479,9.4770080016,233,,,,,,,,,,,,,,,,,,
299,EP2,NAN5,HHZ,2.8190983953,0.3938812846,0.0278458429,-138.1731744739,-142.8074726112,-133.9250678481,8.8824047631,882,,,,,,,,,,,,,,,,,,
300,EP2,NAN5,HHZ,2.9735008446,0.136320953,0.0231179471,-138.8034510794,-143.5515784988,-134.5448213321,9.0067571667,224,0.6713426854,0.5851703407000001,0.7595190381,0.1743486974,58.0,0.25892857140000003,0.20689655170000001,145.0100200401,141.7635270541,150.0601202405,8.296593186399999,15.0,31.7434869739,21.4629258517,44.0080160321,22.5450901804,9.0,12.0
301,EP2,NAN5,HHZ,3.7732263514,0.4208394258,0.05,-137.8526452013,-143.1762955232,-132.8961431775,10.2801523457,1487,0.3426853707,0.2004008016,0.48697394790000004,0.2865731463,645.0,0.4337592468,,,,,,,,,,,,
302,EP2,NAN5,HHZ,3.9672191723,0.2491349655,0.025698246100000002,-138.3029829495,-142.8705785289,-134.0901520754,8.7804264535,493,0.6573146293000001,0.5971943888,0.7234468938,0.12625250500000001,323.0,0.6551724138,0.26625387,110.7414829659,104.6092184369,116.1523046092,11.5430861723,83.0,59.879759519,56.6332665331,64.9298597194,8.2965931863,89.0,86.0
303,EP2,NAN5,HHN,1.0233377909,0.5943749346,0.0048479507,-131.7486317851,-136.4900572171,-127.2516097258,9.2384474913,199,0.8296593186000001,0.7334669339000001,0.9158316633,0.1823647294,7.0,0.0351758794,,,,,,,,,,,,
304,EP2,NAN5,HHN,1.0845122466000001,0.9847970977,0.042687992200000004,-129.7545733863,-135.0758311361,-125.0380040171,10.037827119,2536,0.8456913828,0.6753507014,0.9559118236,0.2805611222,173.0,0.0682176656,0.7456647399,134.5490981964,127.6953907816,140.3206412826,12.625250501,141.0,10.6412825651,5.5911823647,15.871743487,10.2805611223,117.0,129.0
305,EP2,NAN5,HHN,1.1311213557,0.9515287551,0.0098029803,-128.9460663576,-135.665359176,-123.4374569299,12.2279022461,629,0.6653306613000001,0.4809619238,0.8456913828,0.36472945900000003,14.0,0.0222575517,,,,,,,,,,,,
306,EP2,NAN5,HHN,1.2185134353,0.9375378534000001,0.0136084471,-127.6239044862,-133.8367096437,-122.4151890512,11.4215205925,934,0.4408817635,0.2424849699,0.5871743487000001,0.3446893788,35.0,0.0374732334,,,,,,,,,,,,
307,EP2,NAN5,HHN,1.288427099,0.937727375,0.0058596635,-124.825045385,-131.535308104,-118.8177625698,12.7175455342,311,0.7054108216,0.5691382766,0.8116232465000001,0.2424849699,79.0,0.2540192926,0.4113924051,127.3346693387,123.006012024,132.745490982,9.739478958,37.0,3.9679358717,0.0,12.8056112224,12.8056112224,28.0,32.5
308,EP2,NAN5,HHN,1.3321231388,1.0659261133,0.05,-124.9572810783,-132.2719838481,-118.728920304,13.5430635441,3078,0.6893787575,0.6052104208,0.7655310621,0.1603206413,1575.0,0.5116959064000001,0.36666666670000003,133.1062124248,126.9739478958,139.5991983968,12.625250501,637.0,2.5250501002,0.0,7.755511022,7.755511022,518.0,577.5
309,EP2,NAN5,HHN,1.3991237331,0.7856026618,0.0067412688,-127.1778758934,-134.7895209211,-120.6071395874,14.1823813337,258,0.6913827655,0.5611222445,0.7975951904,0.2364729459,91.0,0.3527131783,0.4120879121,140.6813627255,132.745490982,145.370741483,12.625250501,39.0,1.9839679359,0.0,4.3286573146,4.3286573146,36.0,37.5
310,EP2,NAN5,HHN,1.4573851195,0.8214106465000001,0.0135441246,-131.001342804,-138.2782261453,-124.6591050295,13.6191211158,821,0.7294589178,0.7014028056,0.8216432866000001,0.12024048100000001,29.0,0.0353227771,0.7758620690000001,135.2705410822,130.9418837675,147.1743486974,16.2324649299,25.0,8.6573146293,0.7214428858,14.4288577154,13.7074148296,20.0,22.5
311,EP2,NAN5,HHN,1.5243857138,0.8044685267,0.0165156671,-131.5323892872,-138.2599983139,-125.7158106496,12.5441876643,812,0.7755511022,0.6573146293000001,0.871743487,0.2144288577,16.0,0.0197044335,0.7812500000000001,144.2885771543,136.7134268537,150.7815631263,14.0681362726,13.0,13.8877755511,8.6573146293,19.2985971944,10.6412825651,12.0,12.5
312,EP2,NAN5,HHN,1.5768209616000002,0.6838619846,0.0081377607,-132.338323467,-138.4077443217,-126.7992403569,11.6085039648,473,,,,,,,,,,,,,,,,,,
313,EP2,NAN5,HHN,1.7399528435,0.7560175993,0.046486461300000004,-132.0303304668,-138.1923287187,-126.5932731858,11.5990555329,1940,0.8276553106000001,0.4388777555,1.0,0.5611222445,6.0,0.0030927835,,,,,,,,,,,,
314,EP2,NAN5,HHN,1.9555199731,0.6988241422,0.0228881656,-132.6833641954,-138.1236886309,-127.5902945111,10.5333941198,1032,0.4809619238,0.3667334669,0.5911823647000001,0.22444889780000002,64.0,0.062015503900000005,,,,,,,,,,,,
315,EP2,NAN5,HHN,2.1594348255,1.1104109302,0.031407696900000004,-130.895162441,-138.4183197786,-124.5562057954,13.8621139832,2026,0.8436873747,0.6372745491,0.9398797595,0.3026052104,16.0,0.0078973346,0.8125,89.8196392786,83.6873747495,95.9519038076,12.2645290581,13.0,19.6593186373,13.1663326653,26.1523046092,12.9859719439,13.0,13.0
316,EP2,NAN5,HHN,2.5148292824,0.9883723326,0.0488510818,-131.8696190293,-138.1054368564,-126.2971860775,11.8082507789,2256,0.4408817635,0.33266533070000004,0.5470941884,0.2144288577,41.0,0.0181737589,,,,,,,,,,,,
317,EP2,NAN5,HHN,2.6604827483999998,0.3704645877,0.0310745106,-133.3573223106,-137.9403061035,-128.9576578694,8.982648234100001,686,,,,,,,,,,,,,,,,,,
318,EP2,NAN5,HHN,2.9022675019,0.2058916496,0.0232855628,-134.0510042607,-138.5496157415,-129.777323354,8.7722923875,316,0.6072144289,0.5150300601,0.6993987976,0.18436873750000002,99.0,0.3132911392,,,,,,,,,,,,
319,EP2,NAN5,HHE,1.0775521615,1.3181022457,0.0161868556,-130.3411846276,-135.6290991712,-125.5542304091,10.0748687621,1005,0.8677354709,0.6853707415,0.9719438878000001,0.2865731463,103.0,0.10248756220000001,0.7815533981,135.2705410822,126.25250501,140.3206412826,14.0681362726,89.0,10.4609218437,4.3286573146,17.3146292585,12.9859719439,72.0,80.5
320,EP2,NAN5,HHE,1.1379250344,1.0817346005,0.014139477800000001,-130.15429027,-135.8596175505,-125.2269621641,10.6326553864,570,0.7735470942,0.45490981960000004,0.8557114228,0.4008016032,12.0,0.0210526316,,,,,,,,,,,,
321,EP2,NAN5,HHE,1.2209377346,1.4240606891,0.0145891269,-129.1941962844,-135.4099625337,-123.7473908082,11.6625717255,1084,0.4248496994,0.2304609218,0.6673346693000001,0.4368737475,35.0,0.0322878229,,,,,,,,,,,,
322,EP2,NAN5,HHE,1.2775373029,1.1778125425,0.014740885,-126.976582789,-133.8438632636,-121.024939711,12.8189235526,892,0.6693386774,0.5430861723,0.7935871743,0.25050100200000003,135.0,0.1513452915,0.28888888890000003,127.3346693387,120.120240481,133.8276553106,13.7074148296,48.0,5.2304609218,0.0,13.8877755511,13.8877755511,30.0,39.0
323,EP2,NAN5,HHE,1.353003394,1.6535607554,0.0262974979,-124.7825873916,-131.7962419284,-118.704086793,13.0921551354,2077,0.6733466934,0.6092184369,0.7655310621,0.1563126252,1298.0,0.624939817,0.3659476117,133.8276553106,128.7775551102,139.9599198397,11.1823647295,519.0,2.5250501002,0.0,7.755511022,7.755511022,431.0,475.0
324,EP2,NAN5,HHE,1.4246961806,1.0872701169,0.0180585882,-128.1275700204,-135.4727988845,-121.7617050049,13.7110938796,820,0.7094188377,0.6573146293000001,0.7955911824,0.1382765531,85.0,0.1036585366,0.6058823529,139.5991983968,131.6633266533,146.4529058116,14.7895791583,55.0,3.246492986,0.0,7.2144288577,7.2144288577,48.0,51.5
325,EP2,NAN5,HHE,1.5152554899,1.2404191755,0.019198019400000002,-130.1489975801,-137.1792007171,-124.1658459742,13.0133547429,1181,0.7915831663,0.6993987976,0.8837675351000001,0.18436873750000002,18.0,0.0152413209,0.8888888889000001,146.0921843687,137.0741482966,156.1923847695,19.1182364729,18.0,12.0841683367,6.3126252505,20.7414829659,14.4288577154,14.0,16.0
326,EP2,NAN5,HHE,1.5718550582000002,1.0868845088,0.010649384000000001,-130.3398900309,-136.9255607773,-124.6284233659,12.2971374114,814,0.7394789579000001,0.5050100200000001,0.9418837675,0.4368737475,6.0,0.0073710074,,,,,,,,,,,,
327,EP2,NAN5,HHE,1.6322279311,0.9193975052000001,0.0127338594,-130.9048416199,-136.309039114,-125.9118330655,10.3972060485,685,,,,,,,,,,,,,,,,,,
328,EP2,NAN5,HHE,1.700147413,0.5689973565,0.0039506881,-131.9725671741,-136.9912163499,-127.1846604892,9.8065558607,142,,,,,,,,,,,,,,,,,,
329,EP2,NAN5,HHE,1.9001325544,0.845926625,0.05,-131.4042665409,-137.3651603745,-126.0516271801,11.3135331944,1773,0.6012024048,0.4408817635,0.7354709419000001,0.2945891784,57.0,0.032148900200000004,0.201754386,149.3386773547,142.4849699399,154.0280561122,11.5430861723,12.0,26.3326653307,15.1503006012,57.3547094188,42.2044088176,11.0,11.5
330,EP2,NAN5,HHE,2.0284249093,0.5349075436,0.0071999086,-132.297719707,-136.6338942228,-128.1182743906,8.5156198322,284,,,,,,,,,,,,,,,,,,
331,EP2,NAN5,HHE,2.081251173,0.5857441115,0.0198660148,-132.609727527,-139.5725506647,-126.6500229769,12.9225276878,550,,,,,,,,,,,,,,,,,,
