,ID,STA,COMP,TIME,DURATION,CONDITION,fq,fq_prob,width,S,S_r1,S_r2,S_r,N_T,R,R_r1,R_r2,R_r,N_R,cp,cl,H,H_r1,H_r2,H_r,N_H,V,V_r1,V_r2,V_r,N_V,N_L
1,12NB1,CNA,SHZ,2012-06-14 16:20,7.0,0,1.0712372529,5.0946300013,0.0149083158,-139.719088017,-143.183268545,-135.455481214,7.7277873312,199,0.1182364729,0.0280561122,0.2164328657,0.1883767535,9.0,0.0452261307,,,,,,,,,,,,
2,12NB1,CNA,SHZ,2012-06-14 16:20,7.0,0,1.1247282439,4.4599337012,0.0135995888,-140.527586362,-142.834202187,-137.700121801,5.1340803861,178,,,,,,,,,,,,,,,,,,
3,12NB1,CNA,SHZ,2012-06-14 16:20,7.0,0,1.3981266423,1.3277751399,0.0492814895,-145.871202427,-148.235452411,-143.152314945,5.0831374664,117,,,,,,,,,,,,,,,,,,
4,12NB2,CNA,SHZ,2012-06-15 19:00,4.6666666667,-1,1.0729186217,2.4456020644,0.0146876839,-138.912997259,-148.168057306,-127.196485072,20.9715722338,132,,,,,,,,,,,,,,,,,,
5,12NB2,CNA,SHZ,2012-06-15 19:00,4.6666666667,-1,1.1361459115,2.5852252372,0.0130288426,-139.465108592,-149.031837081,-126.845168884,22.1866681972,105,,,,,,,,,,,,,,,,,,
6,12NB2,CNA,SHZ,2012-06-15 19:00,4.6666666667,-1,1.3373236518,2.1622842161,0.0126609575,-137.862301844,-146.088968954,-131.0479381,15.0410308532,125,,,,,,,,,,,,,,,,,,
7,12NB2,CNA,SHZ,2012-06-15 19:00,4.6666666667,-1,1.4082148555,2.4321636056,0.0883692894,-139.874108263,-145.173630219,-132.438958055,12.7346721641,661,0.3246492986,0.2124248497,0.4368737475,0.2244488978,48.0,0.0726172466,,,,,,,,,,,,
8,12NB2,CNA,SHZ,2012-06-15 19:00,4.6666666667,-1,1.4733581237,2.2555040896,0.0138494312,-140.251388305,-146.28238441,-133.363529366,12.918855044,133,0.3226452906,0.2064128257,0.4408817635,0.2344689378,26.0,0.1954887218,,,,,,,,,,,,
9,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.0176778341,2.3625422159,0.0082102555,-143.520395191,-146.85807363,-140.040687882,6.8173857481,2768,,,,,,,,,,,,,,,,,,
10,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.0728306431,2.0362283547,0.0124530243,-144.718409628,-148.309531095,-141.273864547,7.035666548,3478,,,,,,,,,,,,,,,,,,
11,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.1279834522,2.1038121726,0.0131422461,-145.682156182,-149.628952562,-142.155231759,7.4737208028,2639,,,,,,,,,,,,,,,,,,
12,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.1988942067,1.5194230991,0.0126134587,-148.604097324,-152.205175427,-144.81834855,7.3868268764,2745,,,,,,,,,,,,,,,,,,
13,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.289502393,0.9097783314,0.0013554612,-148.882673183,-152.917691707,-145.081568777,7.8361229295,611,,,,,,,,,,,,,,,,,,
14,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.3407157157,1.6838737703,0.0108879378,-147.706379678,-151.721862854,-143.788835116,7.9330277376,1977,,,,,,,,,,,,,,,,,,
15,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.3998080111,2.2772266147,0.0260317376,-147.198262431,-150.61143486,-144.002952071,6.608482789,6891,0.3046092184,0.122244489,0.496993988,0.374749499,8.0,0.0011609346,,,,,,,,,,,,
16,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.4707187656,1.5992062018,0.0150182552,-149.26982927,-152.920301112,-145.505280183,7.4150209293,2712,0.3246492986,0.2224448898,0.4168336673,0.1943887775,71.0,0.026179941,,,,,,,,,,,,
17,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.5455690065,1.1549501751,0.0109293013,-150.199314156,-153.591820849,-146.806807463,6.7850133861,1507,,,,,,,,,,,,,,,,,,
18,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.616479761,0.9005144036,0.0141031978,-151.154932209,-154.009904728,-148.237895071,5.7720096566,1154,,,,,,,,,,,,,,,,,,
19,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.6913300019,0.3986454642,0.0137129123,-151.558817464,-154.712007939,-148.63085488,6.0811530593,695,,,,,,,,,,,,,,,,,,
20,12NB3,CNA,SHZ,2012-07-11 00:00,139.666666667,1,1.75830127,0.7594968595,0.0170962308,-151.381760928,-154.165017076,-148.532236776,5.6327803006,1348,,,,,,,,,,,,,,,,,,
21,12NB4,CNA,SHZ,2012-08-03 00:20,16.3333333333,-1,1.0131322729,2.8958056385,0.0063999697,-152.659364444,-156.554336273,-150.391406164,6.1629301082,157,,,,,,,,,,,,,,,,,,
22,12NB4,CNA,SHZ,2012-08-03 00:20,16.3333333333,-1,1.0713154561,2.0823801575,0.0117524877,-155.055456677,-158.147133867,-151.915091658,6.2320422094,182,,,,,,,,,,,,,,,,,,
23,12NB4,CNA,SHZ,2012-08-03 00:20,16.3333333333,-1,1.1331350882,1.3951431665,0.0140002747,-155.421194317,-159.132608234,-152.387516855,6.745091379,162,,,,,,,,,,,,,,,,,,
24,12NB4,CNA,SHZ,2012-08-03 00:20,16.3333333333,-1,1.4095052083,4.6477087043,0.0266290257,-145.23724775,-151.071457674,-142.222905956,8.8485517176,880,,,,,,,,,,,,,,,,,,
25,12NB4,CNA,SHZ,2012-08-03 00:20,16.3333333333,-1,1.4676883915,2.7668172923,0.0117013105,-149.951966922,-153.419801884,-145.950618889,7.4691829949,246,,,,,,,,,,,,,,,,,,
26,12NB5,CNA,SHZ,2012-08-05 14:20,19.0,0,1.1392935905,5.170927245,0.0115392011,-140.063657099,-144.817424277,-135.810286467,9.0071378108,242,0.5130260521,0.2985971944,0.7394789579,0.4408817635,9.0,0.0371900826,,,,,,,,,,,,
27,12NB5,CNA,SHZ,2012-08-05 14:20,19.0,0,1.1926672767,5.6606899966,0.0572165362,-139.593994874,-144.492761157,-136.396189107,8.0965720504,1062,0.3366733467,0.2004008016,0.503006012,0.3026052104,345.0,0.3248587571,,,,,,,,,,,,
28,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.0177658127,2.2164936455,0.0082933935,-149.47326229,-153.45823012,-144.95931643,8.4989136904,622,,,,,,,,,,,,,,,,,,
29,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.0733291886,2.1584158918,0.0133846604,-149.954357537,-153.837960681,-145.693181865,8.1447788155,856,,,,,,,,,,,,,,,,,,
30,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.132861377,2.0818184488,0.0136505589,-150.765600353,-154.446156351,-146.882444944,7.5637114072,905,,,,,,,,,,,,,,,,,,
31,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.196362378,1.2609248729,0.0073205789,-152.621925033,-155.865885855,-149.121862041,6.7440238143,373,,,,,,,,,,,,,,,,,,
32,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.3392396303,1.3831977468,0.0057851986,-151.510570029,-155.218963531,-147.43591544,7.7830480908,214,,,,,,,,,,,,,,,,,,
33,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.3987718187,2.4575021186,0.0692278505,-150.62236396,-154.123932435,-146.880962028,7.2429704074,3410,0.3927855711,0.2845691383,0.4589178357,0.1743486974,238.0,0.0697947214,,,,,,,,,,,,
34,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.4781480699,1.7780687909,0.0143655895,-152.114187512,-154.881255461,-148.85397874,6.0272767214,721,0.4248496994,0.3486973948,0.5090180361,0.1603206413,47.0,0.0651872399,,,,,,,,,,,,
35,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.5297426333,1.1289282127,0.0035117584,-153.215799397,-156.578287648,-150.235869689,6.3424179597,142,,,,,,,,,,,,,,,,,,
36,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.6130876971,0.980053977,0.0191651266,-153.786190973,-156.60423765,-150.628035215,5.9762024354,495,,,,,,,,,,,,,,,,,,
37,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.6805575106,0.868127936,0.0132871103,-154.341479529,-156.579203023,-151.614254021,4.964949002,370,,,,,,,,,,,,,,,,,,
38,12NB6,CNA,SHZ,2012-09-21 17:40,33.6666666667,0,1.7639025744,0.3425562716,0.0151477022,-154.804331013,-159.045798888,-150.265216269,8.7805826191,143,,,,,,,,,,,,,,,,,,
39,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.0171206363,1.5161527151,0.007716042,-151.375147267,-156.245556849,-144.564828785,11.6807280638,163,,,,,,,,,,,,,,,,,,
40,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.0771806963,1.4432469445,0.0154643716,-152.515663652,-157.234713935,-146.038535812,11.1961781228,380,,,,,,,,,,,,,,,,,,
41,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.1372407564,1.5299018558,0.0140268524,-150.502447461,-157.376663422,-144.040684457,13.3359789648,293,,,,,,,,,,,,,,,,,,
42,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.1973008164,0.9312323274,0.0076407348,-149.205807153,-155.157528864,-144.772800637,10.3847282272,166,,,,,,,,,,,,,,,,,,
43,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.2536071227,0.7596228973,0.0074040917,-149.213300655,-153.410843385,-145.478199074,7.9326443109,140,,,,,,,,,,,,,,,,,,
44,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.3774809966,1.3969422859,0.0070892625,-150.792338125,-155.929613408,-146.040358488,9.8892549197,124,,,,,,,,,,,,,,,,,,
45,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.4075110267,1.4236939907,0.0434982282,-150.05039556,-155.900982538,-144.306182892,11.5947996457,1011,0.4388777555,0.376753507,0.501002004,0.124248497,55.0,0.0544015826,,,,,,,,,,,,
46,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.508862378,1.905715574,0.0295162002,-147.293963232,-154.317046997,-140.676057376,13.6409896208,882,0.3266533066,0.244488978,0.4288577154,0.1843687374,13.0,0.014739229,,,,,,,,,,,,
47,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.6852888044,1.072579032,0.0160675044,-151.421532457,-155.433197144,-147.332720372,8.1004767714,359,,,,,,,,,,,,,,,,,,
48,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.7641176333,1.3559004047,0.0515651779,-150.005758863,-154.497640759,-145.690029198,8.807611561,936,0.6012024048,0.5531062124,0.6472945892,0.0941883768,46.0,0.0491452991,,,,,,,,,,,,
49,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,1.8166701858,1.2943652445,0.0101867178,-150.328842866,-154.862270684,-146.00147995,8.8607907343,344,0.5871743487,0.503006012,0.6573146293,0.1543086173,44.0,0.1279069767,,,,,,,,,,,,
50,12NB7,CNA,SHZ,2012-09-27 08:00,15.6666666667,0,2.2971506663,0.2457099238,0.0283473907,-154.599893084,-157.125921827,-151.826959277,5.2989625492,103,,,,,,,,,,,,,,,,,,
51,12NB8,CNA,SHZ,2012-09-28 08:20,3.0,-1,1.0778454235,1.9322245708,0.0160089989,-148.633122232,-157.637536915,-138.534248306,19.1032886084,115,0.2104208417,0.0921843687,0.370741483,0.2785571143,18.0,0.1565217391,,,,,,,,,,,,
52,12NB8,CNA,SHZ,2012-09-28 08:20,3.0,-1,1.401782642,2.0001474952,0.0490280934,-147.640088955,-157.609572447,-138.22168244,19.3878900073,231,0.4749498998,0.4108216433,0.5210420842,0.1102204409,35.0,0.1515151515,,,,,,,,,,,,
53,12NB8,CNA,SHZ,2012-09-28 08:20,3.0,-1,1.494336133,1.9477455778,0.0220987037,-147.273600087,-155.183211883,-139.738407785,15.4448040979,137,0.4849699399,0.4288577154,0.5330661323,0.1042084169,14.0,0.102189781,,,,,,,,,,,,
54,12NB8,CNA,SHZ,2012-09-28 08:20,3.0,-1,1.7642838151,1.7014966659,0.0231021424,-151.352471392,-157.733754588,-144.936317796,12.7974367925,120,,,,,,,,,,,,,,,,,,
55,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.0176778341,1.3252206624,0.0088491978,-145.710989499,-150.139864461,-140.886679273,9.2531851881,14960,0.1322645291,0.0681362725,0.2184368737,0.1503006012,998.0,0.0667112299,,,,,,,,,,,,
56,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.0728306431,1.3136100619,0.0136845302,-145.508882893,-149.958429279,-140.775322908,9.1831063708,21845,0.2204408818,0.126252505,0.3306613226,0.2044088176,2175.0,0.0995651179,,,,,,,,,,,,
57,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.1358624249,1.4049677543,0.0146089696,-145.916234248,-150.39578825,-140.83133511,9.5644531403,24694,0.3106212425,0.2104208417,0.4128256513,0.2024048096,1048.0,0.042439459,,,,,,,,,,,,
58,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.2028336931,0.9360390931,0.012177458,-147.70111272,-151.197937501,-143.842547445,7.3553900556,16276,0.2765531062,0.2004008016,0.376753507,0.1763527054,34.0,0.0020889653,,,,,,,,,,,,
59,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.3407157157,0.9862509727,0.0121682623,-146.115317763,-150.710411118,-141.147649272,9.5627618457,11174,0.5370741483,0.3927855711,0.6953907816,0.3026052105,338.0,0.0302487918,,,,,,,,,,,,
60,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.4116264702,1.4529775453,0.0502413617,-142.873738963,-148.707578273,-137.169540528,11.5380377454,64877,0.4428857715,0.3266533066,0.5430861723,0.2164328657,15540.0,0.2395301879,,,,,,,,,,,,
61,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.4707187656,1.1787406962,0.0116021413,-142.748573196,-147.568301489,-138.005348527,9.5629529629,13633,0.5170340681,0.4068136273,0.6873747495,0.2805611222,2390.0,0.1753099098,,,,,,,,,,,,
62,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.5455690065,1.0412281638,0.0125300924,-146.242672723,-150.519911068,-141.627757667,8.8921534017,17587,0.7835671343,0.5691382766,0.9799599198,0.4108216432,349.0,0.0198442031,0.6303724928,67.0941883768,57.3547094188,76.4729458918,19.118236473,182.0,35.8917835671,27.5951903808,44.5490981964,16.9539078156,258.0,220.0
63,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.6125402746,1.4762286605,0.019374713,-146.890969745,-151.30040874,-142.04058685,9.2598218898,30702,0.871743487,0.6973947896,1.0,0.3026052104,20.0,0.0006514234,0.95,80.4408817635,41.8436873747,86.9338677355,45.0901803608,19.0,44.0080160321,0.0,54.8296593186,54.8296593186,19.0,19.0
64,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.6873905155,1.0834988389,0.0172952033,-148.20459862,-152.184407756,-143.542536489,8.6418712669,18423,0.3186372745,0.2004008016,1.0,0.7995991984,7.0,0.0003799598,,,,,,,,,,,,
65,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.7661802427,1.3681245497,0.021198892,-147.674012713,-151.480670967,-143.405941338,8.074729629,34083,0.5831663327,0.496993988,0.6593186373,0.1623246493,177.0,0.0051932048,,,,,,,,,,,,
66,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,1.8134540791,0.8713102155,0.0055710124,-148.527390138,-152.330991848,-144.023124955,8.3078668935,5299,0.5951903808,0.49498998,0.6853707415,0.1903807615,36.0,0.0067937347,,,,,,,,,,,,
67,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.0222468562,0.1638260989,0.0206491885,-151.233330981,-154.654620918,-147.922405235,6.7322156826,3772,0.5310621242,0.3587174349,0.625250501,0.2665330661,248.0,0.065747614,,,,,,,,,,,,
68,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.2901319288,0.8043422601,0.0273360765,-149.568323873,-152.524722113,-146.611925633,5.9127964792,22234,0.4569138277,0.246492986,0.5951903808,0.3486973948,1605.0,0.072186741,,,,,,,,,,,,
69,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.4713483014,0.1777711336,0.0279298799,-150.250512286,-153.533952854,-147.61565257,5.9183002846,4569,0.6793587174,0.6092184369,0.7615230461,0.1523046092,4257.0,0.9317137229,0.3708010336,18.0360721443,10.1002004008,27.0541082164,16.9539078156,1558.0,16.2324649299,12.8056112224,19.8396793587,7.0340681363,1599.0,1578.5
70,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.7077174831,0.8581741976,0.0237032296,-148.419028166,-151.940372368,-145.191129314,6.749243054,20211,0.5811623246,0.4789579158,0.6833667335,0.2044088177,2584.0,0.1278511702,,,,,,,,,,,,
71,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.7668097785,0.2781645603,0.0086679103,-149.702639501,-152.470547907,-146.713298423,5.7572494843,3274,0.5170340681,0.3527054108,0.6653306613,0.3126252505,75.0,0.0229077581,,,,,,,,,,,,
72,12NB9,CNA,SHZ,2012-09-29 01:40,863.0,0,2.8495389921,0.2478957749,0.0165312236,-151.037561084,-153.870169355,-148.479076194,5.3910931604,4392,,,,,,,,,,,,,,,,,,
73,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.0806998405,2.0776863061,0.0143999635,-145.297221824,-150.869886165,-138.400360016,12.4695261495,204,,,,,,,,,,,,,,,,,,
74,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.1385311092,1.8485268246,0.0169890592,-146.231995332,-150.868560455,-140.532884036,10.3356764187,241,,,,,,,,,,,,,,,,,,
75,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.1997642173,1.5058381431,0.0134393849,-147.7561999,-153.083119608,-142.285309388,10.7978102201,158,,,,,,,,,,,,,,,,,,
76,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.2507918074,1.6174374517,0.01131876,-148.026253496,-152.427314529,-143.891923434,8.5353910947,158,,,,,,,,,,,,,,,,,,
77,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.3426414696,1.6725778367,0.0145586578,-149.167670087,-153.131487615,-138.267171886,14.8643157286,172,,,,,,,,,,,,,,,,,,
78,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.4004727384,2.0094760461,0.0167546588,-141.414495862,-152.766086525,-135.074739567,17.6913469579,252,,,,,,,,,,,,,,,,,,
79,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.4685095252,1.3985056888,0.0146121085,-144.401537756,-153.586909353,-138.426981893,15.1599274599,133,,,,,,,,,,,,,,,,,,
80,12NB10,CNA,SHZ,2012-11-08 17:00,7.0,-1,1.6181904561,0.8067659962,0.0194648078,-150.069679826,-155.936539277,-145.202120611,10.7344186664,107,,,,,,,,,,,,,,,,,,
81,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.0168273742,2.1928079877,0.0080412752,-148.611064812,-155.094472698,-143.303011571,11.7914611266,143,,,,,,,,,,,,,,,,,,
82,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.0753233702,2.1996025495,0.0131135158,-147.447737149,-153.531119551,-142.814697571,10.7164219797,467,0.122244489,0.0140280561,0.3286573146,0.3146292585,7.0,0.0149892934,,,,,,,,,,,,
83,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.1338193662,2.0142195339,0.0121505839,-147.512392033,-152.91566397,-142.970511274,9.9451526955,469,,,,,,,,,,,,,,,,,,
84,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.400707348,4.1826208901,0.0299019662,-141.02889715,-147.784226809,-135.356969417,12.4272573926,1499,0.4068136273,0.1863727455,0.5210420842,0.3346693387,675.0,0.4503002001,,,,,,,,,,,,
85,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.4701713432,1.92413646,0.0098459691,-145.347788289,-151.882468183,-140.415954406,11.466513777,303,0.5450901804,0.4008016032,0.6593186373,0.2585170341,29.0,0.095709571,,,,,,,,,,,,
86,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.6127553335,0.799449268,0.0134927363,-152.139708464,-155.434857355,-149.319284412,6.1155729428,178,,,,,,,,,,,,,,,,,,
87,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.693187328,0.4257021554,0.0171024117,-153.520112399,-156.66809027,-150.456644001,6.211446269,115,,,,,,,,,,,,,,,,,,
88,12NB11,CNA,SHZ,2012-11-09 12:00,26.0,0,1.7626513232,0.7371946026,0.0408873714,-152.872737602,-155.59222088,-149.489194453,6.1030264263,320,,,,,,,,,,,,,,,,,,
89,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.0142466685,1.8130172159,0.0072904048,-149.898959326,-155.999408699,-143.619084972,12.3803237273,161,,,,,,,,,,,,,,,,,,
90,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.0729577233,1.9161310187,0.0153769818,-148.889477135,-153.949820601,-143.744794612,10.2050259883,523,,,,,,,,,,,,,,,,,,
91,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.1288730136,1.8192450303,0.0125038248,-149.168737775,-154.863125513,-143.555698433,11.3074270795,355,0.3166332665,0.1783567134,0.4589178357,0.2805611223,11.0,0.0309859155,,,,,,,,,,,,
92,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.2462951232,0.5525094602,0.0096912426,-151.966633585,-156.881530762,-146.098099642,10.78343112,108,,,,,,,,,,,,,,,,,,
93,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.3413511167,1.4643968702,0.0107953957,-146.529297808,-151.68530463,-141.611260531,10.0740440996,291,,,,,,,,,,,,,,,,,,
94,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.4000621715,2.8061047655,0.0218491232,-144.527401544,-148.087928848,-140.911241,7.1766878483,968,0.3386773547,0.2104208417,0.4709418838,0.2605210421,24.0,0.0247933884,,,,,,,,,,,,
95,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.4615689909,1.5246266522,0.0129466488,-147.065901365,-150.862123019,-143.614790769,7.2473322499,302,0.5551102204,0.4869739479,0.6132264529,0.126252505,13.0,0.0430463576,,,,,,,,,,,,
96,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.5510334553,1.3933998949,0.0163094512,-151.703072053,-155.676135398,-147.935511985,7.7406234129,403,0.7695390782,0.6713426854,0.8256513026,0.1543086172,33.0,0.0818858561,0.7272727273,73.9478957916,69.2585170341,84.0480961924,14.7895791583,24.0,36.9739478958,30.8416833667,43.8276553106,12.9859719439,24.0,24.0
97,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.6181318037,2.2810474393,0.0148389957,-151.336731767,-154.734136776,-148.190986389,6.5431503877,649,,,,,,,,,,,,,,,,,,
98,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.685230152,0.9136591068,0.0170745804,-152.710400935,-156.040421113,-149.602382102,6.4380390113,315,,,,,,,,,,,,,,,,,,
99,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,1.771898852,1.3845317587,0.0223807512,-152.528689643,-155.599828411,-149.457550874,6.142277536,507,,,,,,,,,,,,,,,,,,
100,12NB12,CNA,SHZ,2012-11-10 19:40,21.0,0,2.7112757289,0.3450396196,0.0233453376,-153.465246778,-156.861920955,-150.388259582,6.473661373,138,,,,,,,,,,,,,,,,,,
101,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.0138165509,2.2396560065,0.0067921378,-122.281515928,-142.985004937,-113.951596522,29.0334084153,217,,,,,,,,,,,,,,,,,,
102,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.0774739583,1.7001959752,0.0160617009,-122.521868046,-143.312829119,-114.684005737,28.6288233816,421,,,,,,,,,,,,,,,,,,
103,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.1331741898,1.6521968755,0.0099724672,-124.011630469,-141.179920969,-116.179092407,25.0008285614,273,,,,,,,,,,,,,,,,,,
104,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.2047887731,1.2495060022,0.0124738352,-125.992758313,-130.249822246,-121.670201089,8.5796211564,217,,,,,,,,,,,,,,,,,,
105,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.3400607639,1.4570070079,0.0107926469,-123.887017917,-134.870377627,-115.54627107,19.3241065566,257,,,,,,,,,,,,,,,,,,
106,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.3997395833,2.2137141081,0.0229395161,-121.978513209,-129.891093589,-115.427236981,14.4638566072,797,0.6553106212,0.3927855711,0.7174348697,0.3246492986,6.0,0.0075282309,,,,,,,,,,,,
107,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.4633969907,1.3667748171,0.01602917,-124.547493394,-131.485678327,-118.347413241,13.1382650861,335,0.3867735471,0.1823647295,0.5571142285,0.374749499,9.0,0.0268656716,,,,,,,,,,,,
108,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.6106047454,0.7324517991,0.0196311303,-127.044943525,-132.894249497,-121.035382594,11.8588669037,222,,,,,,,,,,,,,,,,,,
109,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.6782407407,0.6189601761,0.0215611058,-127.475051467,-135.020266684,-120.447645138,14.5726215462,231,,,,,,,,,,,,,,,,,,
110,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,1.9328703704,0.4509158699,0.0197587255,-126.373374373,-132.599253867,-120.14749488,12.4517589867,129,,,,,,,,,,,,,,,,,,
111,12NB13,CNA,SHZ,2012-12-22 11:00,16.9,1,2.0323350694,0.382916614,0.0302782165,-127.023365242,-133.428373868,-120.804910266,12.623463602,164,,,,,,,,,,,,,,,,,,
112,13NB14,CNA,SHZ,2013-01-11 22:00,4.6666666667,1,1.0873666635,1.041531247,0.0148331105,-148.582682669,-151.027169543,-145.737460242,5.2897093014,122,,,,,,,,,,,,,,,,,,
113,13NB14,CNA,SHZ,2013-01-11 22:00,4.6666666667,1,1.4022811874,1.4479852808,0.0257473743,-148.072930284,-151.197040168,-145.547452235,5.6495879332,262,,,,,,,,,,,,,,,,,,
114,13NB14,CNA,SHZ,2013-01-11 22:00,4.6666666667,1,2.2914516079,0.7917649845,0.0262309674,-149.062471225,-152.807884965,-145.920345604,6.887539361,161,,,,,,,,,,,,,,,,,,
115,13NB14,CNA,SHZ,2013-01-11 22:00,4.6666666667,1,2.3914832802,0.8272489426,0.0388875062,-148.887172416,-152.977690855,-145.173412254,7.8042786011,204,0.8256513026,0.7935871743,0.8557114228,0.0621242485,47.0,0.2303921569,0.8191489362,32.4649298597,28.496993988,36.7935871743,8.2965931863,45.0,19.4789579158,11.9038076152,27.4148296593,15.5110220441,32.0,38.5
116,13NB14,CNA,SHZ,2013-01-11 22:00,4.6666666667,1,2.573022241,0.55347147,0.0267327274,-150.139063436,-152.851765634,-146.64473518,6.2070304549,121,,,,,,,,,,,,,,,,,,
