,ID,STA,COMP,TIME,DURATION,SWARM,fd,fr1,fr2,e
258,19NB258,INP,HHZ,2019-11-09 17:00,11.6666666667,1,6.02502502503,1.85985985986,7.24224224224,45.6476871432
259,19NB259,INP,HHZ,2019-11-10 16:20,14.0,1,4.13263263263,2.14514514515,7.23273273273,45.5746171613
260,19NB260,INP,HHZ,2019-11-11 16:00,14.0,1,4.7032032032,2.13563563564,7.21371371371,49.9000344421
261,19NB261,INP,HHZ,2019-11-12 16:20,14.0,1,4.77927927928,2.11661661662,6.98548548549,55.08370451
262,19NB262,INP,HHZ,2019-11-13 16:20,12.6666666667,1,6.08208208208,2.14514514515,7.19469469469,44.4563655098
263,19NB263,INP,HHZ,2019-11-14 18:40,12.3333333333,1,6.03453453453,2.19269269269,7.0995995996,43.4074500093
264,19NB264,INP,HHZ,2019-11-15 16:00,14.6666666667,1,6.05355355355,2.11661661662,6.97597597598,43.5434710446
265,19NB265,INP,HHZ,2019-11-16 17:40,9.33333333333,1,6.03453453453,2.13563563564,7.04254254254,47.2805472442
266,19NB266,INP,HHZ,2019-11-17 22:00,8.0,1,5.91091091091,2.18318318318,7.90790790791,33.5935266253
267,19NB267,INP,HHZ,2019-11-18 17:40,11.0,1,5.92992992993,2.17367367367,7.63213213213,37.0065981602
268,19NB268,INP,HHZ,2019-11-19 18:00,14.6666666667,1,5.95845845846,2.18318318318,7.06156156156,41.035196281
269,19NB269,INP,HHZ,2019-11-20 20:00,9.0,1,5.92042042042,2.13563563564,7.10910910911,41.8808843486
270,19NB270,INP,HHZ,2019-11-21 17:20,12.0,1,5.91091091091,2.2022022022,7.2042042042,39.921673342
